Protein.IDs	LFQ.intensity.1_0h_RS1	LFQ.intensity.2_05h_RS1	LFQ.intensity.3_1h_RS1	LFQ.intensity.4_2h_RS1	LFQ.intensity.5_8h_RS1	LFQ.intensity.6_16h_RS1	LFQ.intensity.7_24h_RS1	LFQ.intensity.8_30h_RS1	LFQ.intensity.1_0h_RS3	LFQ.intensity.2_05h_RS3	LFQ.intensity.3_1h_RS3	LFQ.intensity.4_2h_RS3	LFQ.intensity.5_8h_RS3	LFQ.intensity.6_16h_RS3	LFQ.intensity.7_24h_RS3	LFQ.intensity.8_30h_RS3
ENSG00000100664	23.3552811883785	23.0575667488006	23.1124165979513	23.4186689821487	22.9403064272458	23.3227863769271	23.9833756763375	23.3352453154457	23.8241538845168	23.8171429336956	24.1646129705898	23.9023302121183	23.824736595413	23.7973884302057	23.9765746113316	24.2414723250469
ENSG00000159352	23.440884371292	23.1251195556071	23.5323140672863	23.8515759703287	23.30924762833	23.545807252416	22.9841409672255	22.7212352295357	23.8422053041656	23.1214405584944	23.7174329437179	23.7234868024326	23.6204203131901	23.1769273186953	23.1256398576411	23.7407771935953
ENSG00000124207	27.93077937966	28.3441384161294	28.1068935585091	28.1180295093597	27.9684564825619	27.9743770389736	27.6961084679009	27.022210321242	28.6543761004937	28.4153440472814	28.4456908294949	28.3565746108091	28.060903110172	28.0185009104616	27.8526954187545	28.0589439071136
ENSG00000165280	27.816227537391	27.7754896206132	27.7399536199803	27.8329182069751	27.543331129389	27.6506835431547	27.7188834861844	27.278614073613	28.2106683714579	27.8662619765581	28.168635090136	28.0209925665799	27.6502726749991	27.4689422987864	27.5036245071035	27.5908509627085
ENSG00000145050	23.8712653100159	23.8776443608393	23.5365887223866	23.6378780869238	23.7651671017819	24.384361656048	25.2111512943708	25.286338065341	23.2975409969176	23.4917943917238	22.9498288475855	23.8482362865442	23.2542178314552	24.2890501968579	24.4524307884592	24.246482570303
ENSG00000156110	21.7197113402891	22.6823894259975	22.3741936421642	22.1837116989371	21.6303648990046	22.2861335682786	22.2984642501532	20.25845101854	22.9649739500512	22.6938323304322	23.3099414652312	23.2684232084496	22.2058600534263	22.3158118280009	22.065953815792	22.6986512605122
ENSG00000076554	24.5158696832389	24.2278057010952	24.1866160286433	23.9765746113316	24.0544897217007	23.9321094785504	23.9401092410271	23.487630059824	23.8772699023229	23.6312312424508	23.9678960611419	23.8236681122502	23.3758380717377	23.345839433207	23.4846832774394	23.655673089191
ENSG00000157020	23.0157859422069	22.7899872813656	22.5441097975196	22.8041018661743	22.6379001919416	22.4009075719624	22.7413122644409	21.6433277623074	22.8846102617696	22.6114877443032	22.9210527646851	22.8868999736681	22.5191495882684	22.2690798678901	22.5777542725447	22.6839104089494
ENSG00000100138	23.9439584591303	24.0507587189696	24.3668637849713	24.0735734853091	24.194377536445	23.8957823472711	23.9180705234741	23.6219856648566	23.5951409047417	23.3500284069052	23.9144252810803	23.8347032730484	23.6466931760819	23.4998439411125	23.3461100569258	23.2534966642115
ENSG00000166986	24.2284664270243	24.1429702067426	24.0567237006465	24.0253822427269	23.5374184365192	23.1732714920743	23.8877181758966	23.0189465436642	24.4919778356863	24.1615409544364	24.3223738050618	24.1900874940355	23.9298543509444	23.7054594304168	24.0957916875392	24.3770966501033
